ID_Cliente,Idade,Salario_anual,Tipo_Propriedade,Tempo_empresa,Proposito_Emprestimo,Pontuacao_emprestimo,Valor_emprestimo,Taxa_juros,Possibilidade_inadimplência,Percentual_Renda_Emprestimo,Historico_inadimplencia,Tempo_primeiro_credito,ID_historico,Codigo_emprestimo
hmpjIlD9-RmRv,25,150000,Mortgage,6,Debtconsolidation,C,5000,13.16,0,0.0333,Y,4,yPTDhwYz-al6M,Id3yfKib-qbbY
foDwczWj-YDnq,25,38400,Rent,3,Debtconsolidation,B,15000,10.65,1,0.3906,N,2,Bsaw7tT5-2b26,HfYidSE8-jpDC
4J1YUI1F-Um5W,25,44000,Rent,9,Medical,C,8500,14.27,1,0.1932,N,4,Nn2nytEl-4riU,s3XAXqXb-I20x
Bhbq0KSQ-FJ1m,25,36000,Rent,2,Education,C,3600,15.23,0,0.1000,N,4,ZEnAiCBz-zepq,fQXK3GTy-uXI4
FfXD42Uu-hGKc,25,75000,Mortgage,9,Medical,C,4800,15.27,0,0.0640,Y,3,fDEPKswI-cH8j,toDGHH7A-FPXA
nZH23yxA-D49w,25,60000,Rent,1,Venture,A,8400,7.29,0,0.1400,N,2,aZ993ae3-GoZZ,QU5n4N3A-mdGf
9DIN9EgY-RIeS,25,65000,Rent,3,Personal,D,18000,15.33,1,0.2769,N,4,jgbx81Mm-8h8x,bqqMkyuP-ON0X
k5UnZzkY-THej,25,66420,Mortgage,1,Medical,B,4000,12.18,0,0.0602,N,3,h2Hk2Uok-P8Ts,JUiJcwNg-0tk4
Ea6nPZXc-dO3O,25,55000,Rent,9,Debtconsolidation,A,3600,8.9,0,0.0655,N,3,yKhIOtW4-XXCY,CKIZkw5x-2CBA
cSmQCCOK-ioOR,25,98000,Mortgage,9,Education,A,2000,5.42,0,0.0204,N,4,48lt539T-2a8C,QTLF74Ht-j9Ju
YgB7Y3mF-s6G8,25,31800,Other,1,Homeimprovement,C,10000,12.53,1,0.3145,N,3,4swDrNcT-e4Z2,IXXRUUPp-HThw
vPALdqGg-YAJ9,25,72000,Mortgage,9,Debtconsolidation,A,15000,7.88,0,0.2083,N,3,7fkYCj4v-iJjZ,CdwrRBpx-lg2G
efa8rwKn-0B3v,25,70000,Rent,5,Homeimprovement,B,20000,9.99,0,0.2857,N,2,goh1nTzl-7Tu1,JsZTKAh1-u6Y7
RXHO20XK-84oy,25,27600,Rent,2,Medical,B,7000,9.76,0,0.2536,N,4,i04ElEjn-YrOf,Ymf4ftlw-AQtB
45lWHUkc-hOIz,25,62500,Rent,2,Debtconsolidation,D,12000,16.77,1,0.1920,N,4,PlZSuFdo-qIYW,hgFpoijp-Rw7v
09gdhdqR-kiFy,25,45000,Own,5,Venture,B,10400,10.25,0,0.2311,N,3,msvyb3Ok-vs15,DcAxKqOk-o2Er
kXv21IMG-sC0X,25,80000,Mortgage,9,Venture,A,6000,6.03,0,0.0750,N,4,lK8ESFCg-ANiF,J7ERFtGY-Woyo
yasxIlaa-YCmg,25,44400,Mortgage,9,Debtconsolidation,A,6000,6.03,0,0.1351,N,2,AdOENXTy-Eadr,HR6nsT7N-J83i
dz5BW3sg-gBjF,25,61000,Rent,4,Venture,A,9500,7.51,0,0.1557,N,2,UmEwo4i1-QzFj,XvZRxtPf-oTD9
j7M6n7ew-X4Yx,25,101000,Mortgage,9,Education,B,17000,11.71,0,0.1683,N,3,D254qS0A-JhmJ,XCNMMDml-qgAn
AplH4Lwm-gyYK,25,90000,Mortgage,7,Debtconsolidation,A,6000,7.14,0,0.0667,N,3,rZoiEpPc-bciv,H7WZlXS5-Rjyu
pQDRJKZF-vEMp,25,72500,Rent,2,Homeimprovement,B,9000,10.59,0,0.1241,N,2,SpoJwd9J-5N7u,2JRZgX95-SIlI
Xno32HqX-3JxQ,25,50950,Rent,5,Homeimprovement,B,20000,11.48,1,0.3925,N,3,djiyTBX5-kHfu,aLZH7Rym-MeuY
IB04dtCi-l2lb,25,36480,Rent,4,Debtconsolidation,A,5000,6.54,0,0.1371,N,2,h3hHnGRf-vfmq,1aj2HoLq-1ZAr
L4URKQce-UK25,25,28000,Rent,8,Education,B,2400,11.49,0,0.0857,N,3,1MnxrWU6-jyCa,dFGqcwCz-l8Lg
yf1FN45v-TWEa,25,84000,Mortgage,4,Debtconsolidation,A,15000,7.88,0,0.1786,N,4,m72fseya-5PZw,Q5dQdJ6q-9SDO
XX4N4IvN-ze4v,25,49000,Rent,1,Personal,D,12000,13.49,1,0.2449,N,4,jnbTO15t-UEZH,wWwwDFG2-Hl2e
m8N6DR8H-YcaS,25,45000,Rent,2,Debtconsolidation,B,11000,9.25,0,0.2444,N,2,iXirBHyG-7nM1,ZtXy8sQu-sxOu
gAZKciuH-aaM2,25,42000,Rent,5,Medical,B,6000,12.42,0,0.1429,N,2,unZZ1mxE-oc7i,831lStgS-nNYF
gBYcKqmc-sTBi,25,51300,Rent,9,Debtconsolidation,A,3600,7.49,0,0.0702,N,3,qUSgykqJ-3B8p,K0pG1MyW-rcTd
td5aTLfg-fOJA,25,19000,Own,3,Debtconsolidation,A,4000,7.4,1,0.2105,N,3,z4Y1EmhR-JW1n,NBm5PC8M-Sa62
6wHFdIzw-Rl8L,25,27500,Rent,4,Medical,B,2200,12.53,0,0.0800,N,4,ovgtlycX-GOOD,3DcDKGUq-YyKf
3wWbKpZO-S4TX,25,33600,Rent,2,Medical,C,10000,11.03,0,0.2976,Y,4,H1U2inyx-TWFo,Zt1hNDYJ-xlZA
UEUPY5Ek-pj9X,25,128500,Mortgage,1,Homeimprovement,C,15000,12.53,0,0.1167,Y,3,LmAWWoqo-c9w7,j06x2SYk-I5XL
1l3BA4c5-JcPk,25,27048,Other,9,Medical,D,8000,15.05,1,0.2958,Y,2,58G3z1BK-A7Gf,H2zmJB9D-iLLb
OEZIE3CF-lKhu,25,127000,Mortgage,9,Personal,B,6000,9.91,0,0.0472,N,2,xRzOGn0n-jPt6,eiqxZrST-XzfJ
rlBnnJ5U-Koea,25,32000,Rent,9,Debtconsolidation,C,6000,12.99,1,0.1875,Y,2,hASus59F-3wGo,ce18F8l2-OhkJ
u3E7QLBi-cvha,25,37980,Mortgage,7,Personal,A,3500,6.03,0,0.0922,N,3,sRLGGaoF-1gjU,hu4dksMw-gf7E
XQsSnW5P-6Pr4,25,90084,Mortgage,6,Personal,A,15000,7.88,0,0.1665,N,4,6NXO8yS5-Qznw,4JAZvUme-FLKv
pZPveh1s-M4Ge,25,62000,Mortgage,6,Debtconsolidation,A,6000,7.88,0,0.0968,N,4,P83kDgmD-v5MU,sfxm57oC-kSvI
eabaLE96-I8fI,25,45000,Rent,5,Medical,B,2500,12.69,0,0.0556,N,4,aAojKeYO-GLe9,zXOX2OGk-8HgP
dWo1gXXw-YlqB,25,90000,Mortgage,9,Homeimprovement,A,10000,5.42,0,0.1111,N,4,D53issJU-sE2c,aXanktOp-lIvf
CxBHQnEj-AmSQ,25,60000,Mortgage,2,Personal,B,6900,9.99,0,0.1150,N,2,GlfFhHca-ZyLc,oXSiMrBI-P1FE
ZivE6tRh-ZMyo,25,83004,Mortgage,9,Debtconsolidation,A,5000,6.76,0,0.0602,N,3,MlWzepyE-Ofs7,olM0zRYd-fUPY
YdiGpOlf-LrDv,25,98400,Rent,4,Personal,D,16525,15.28,0,0.1679,Y,3,P2To1Ezf-erHI,tGL59Suq-PNYy
qvZs2ZLr-7HrQ,25,32000,Rent,9,Medical,E,15000,16.45,1,0.4688,Y,2,r2na7IPi-hJN6,Rs15Zt2A-w1aR
zW1MBOl2-aSGA,25,30000,Rent,4,Medical,A,10000,7.51,1,0.3333,N,3,TgiUl205-1kzd,cj9TiTmx-8glm
npfofjTw-9kWl,25,75000,Own,6,Medical,A,11000,8.49,0,0.1467,N,3,ADc3rJhY-j850,vQx9JM3y-ypNc
3Zk1IoFs-MDF6,25,88000,Rent,9,Education,E,10000,17.88,1,0.1136,Y,4,Onc3bs47-EDgl,kQHkjnBq-76YU
bJNvNByL-bulA,25,155000,Mortgage,9,Medical,A,18000,7.51,0,0.1161,N,2,TZnTXZ7C-qADZ,8hWEWTjS-RzO6
jSrqYrdk-Ej3e,25,48226,Rent,9,Medical,A,7000,7.9,0,0.1451,N,3,rUn5HvZd-OXI4,HptLtbcF-kaej
DFod0E4s-NAp0,25,59000,Rent,3,Medical,D,3500,15.65,1,0.0593,N,2,YFep0Hky-aXv6,szOy1kaw-f2ks
uZlF4dqv-hY7d,25,29000,Rent,5,Venture,A,10000,7.49,1,0.3448,N,2,XlTG9BxQ-sRYG,eipmYDTU-Folk
tYSkFXLO-GK5S,25,55200,Rent,2,Medical,A,4800,7.9,0,0.0870,N,3,oZrgPOtE-MnSa,lK6NXmPC-6wry
OSw6kfsv-jCcZ,25,30000,Rent,1,Education,A,9950,8.49,1,0.3317,N,4,dLM6Pon4-8qKN,Px1PdHet-vxS4
IBHc9bNo-muIb,25,45000,Own,1,Personal,C,10000,12.87,0,0.2222,Y,2,2bLyWdhh-Nc4i,jSmQJckJ-sz2g
Fuy4r2Ic-MUEJ,25,76800,Mortgage,9,Debtconsolidation,D,15000,14.96,1,0.1953,N,2,Gc7di3KP-Yohq,iXqjKeJx-euB0
nYSkEtSC-7PLs,25,26400,Mortgage,5,Medical,C,5975,12.99,0,0.2263,Y,4,rz3FQQF2-9fbD,WaqMTcbq-Mmss
xPgv0KOb-Am4e,25,75600,Mortgage,2,Personal,A,14500,9.63,0,0.1918,N,4,wURQpbY3-ys1e,UAJdMADg-d7Wd
Xscm9orN-IguH,25,86000,Mortgage,3,Education,A,8000,7.29,0,0.0930,N,2,Y1os55OK-cqHH,RGuIhqu4-E2ie
nB3vn2KF-FicO,25,57300,Rent,2,Personal,C,10400,11.66,0,0.1815,N,4,Wj5LD4Xo-lOTG,vWO80r1p-Aglp
f2IRyk27-qQsm,25,50000,Mortgage,9,Homeimprovement,B,8000,10,0,0.1600,N,2,kFhMOyuK-rJI7,w0UDotT8-UH4A
oUDh7QqS-6cjk,25,234000,Mortgage,3,Medical,C,20000,14.27,0,0.0855,Y,4,S9jf7vrs-OfJS,Dx1slMGM-8mKb
qEMr8POf-WBhC,25,80600,Rent,9,Personal,B,13800,11.99,0,0.1712,N,3,KQ05QAOf-F3j0,6KeB7p0k-tCPP
fUHfzQEz-mg9Z,25,72000,Mortgage,9,Education,B,14000,12.42,0,0.1944,N,2,9c0DOjaB-WkWd,9ZNqQ846-jzlE
sY2KDa7W-aLQq,25,70224,Mortgage,1,Education,C,21000,13.22,0,0.2990,N,4,ON7MkB3H-rc9k,ylxylMl9-Sep0
9oXdgps0-JS4I,25,26000,Rent,4,Medical,C,8000,12.87,1,0.3077,Y,3,dl06GuPo-mc2q,lHJyf1H8-48iq
sPhRnadI-m5WM,25,75600,Mortgage,7,Medical,C,15000,12.68,0,0.1984,N,2,9D2I8rvA-NoCA,SBWNH4Nf-qE4I
60Pb2B0X-FCkA,25,128000,Mortgage,4,Homeimprovement,B,10000,11.58,1,0.0781,N,2,k8oPyngs-TP3w,FnFP9Odm-x9K0
DI1ep9Cf-NW4Y,25,62000,Mortgage,9,Venture,B,8500,10.99,0,0.1371,N,2,TwEC7mGZ-SJ3b,CYcgjimZ-tIRP
LLjwntfQ-c44w,25,112000,Rent,7,Debtconsolidation,B,5000,10.25,0,0.0446,N,3,RbbigFod-syks,MX5tKFZx-w71A
r8Cc7JUW-1D5v,25,130000,Mortgage,9,Education,B,15000,11.14,0,0.1154,N,3,Lwd2NSDP-UT9j,TXGSbrx6-vZk0
6BKozML1-JBgc,25,76000,Mortgage,9,Personal,C,6000,12.98,0,0.0789,Y,2,PZmpaKE7-prkt,cnSdaZp5-qB19
WcYM0Ak3-XL6G,25,80400,Mortgage,9,Debtconsolidation,A,1000,5.42,0,0.0124,N,3,OSU7gwyc-efqS,AlzJ3rdf-KShi
ouP0Op5j-EIZ3,25,134300,Rent,3,Medical,D,5000,16.49,1,0.0372,N,2,Gvpimy1Z-ZiWh,hgCximqT-H5pg
tREBnFsO-MvyH,25,55000,Own,1,Personal,C,6000,15.23,0,0.1091,Y,3,EWgmyfcv-zPWH,CkmEg4D2-tqBQ
7CBgsDL3-eRM3,25,42910,Rent,3,Education,D,10000,18.25,0,0.2330,Y,3,cSpZn3uz-4L9F,YNPU3OvJ-bpjy
GbljOUTf-748w,25,144996,Mortgage,2,Education,E,25000,16.35,0,0.1724,Y,2,5vdXvPeT-FtiH,eK9NrLmg-zrOZ
bcsmLPMa-S3F5,25,39000,Rent,9,Medical,D,16000,14.11,1,0.4103,Y,2,7lUBsbaK-hJpG,PNoMyHZS-fYRg
mZuQELPg-zziL,25,75600,Mortgage,7,Medical,C,15000,12.68,0,0.1984,Y,3,Wm47wFgw-AyTJ,wRgitYCv-sakI
01nbSq5W-xWRq,25,125000,Own,9,Personal,B,25000,10.59,0,0.2000,N,2,lswq23Ne-M6Wg,NFSGLMcu-Thyb
KigjZY80-BS1N,25,38400,Rent,5,Medical,B,2200,12.69,0,0.0573,N,3,whc9hMS5-mIO4,Sgoe7gwd-P3RT
gCkj2vbh-rYRX,25,57840,Rent,5,Medical,B,13600,9.99,0,0.2351,N,2,CLZ9E1QK-5UFK,saI00Q8d-NZuT
zjbjl7Eo-L1xH,25,68000,Rent,1,Education,C,10000,14.26,0,0.1471,Y,2,zDk7dCKR-HJNI,k29SU8ei-P30Z
J8fA9Kzt-D6N0,25,102000,Mortgage,3,Debtconsolidation,A,11200,7.91,0,0.1098,N,4,P0l1KqPL-rlFM,qEhprgqo-siW8
T3yRUbl2-FjaW,25,30035,Rent,9,Medical,C,1000,12.87,0,0.0333,Y,2,br2zbhQT-4IeC,CaIt7RBC-HS0E
lPIvCAYk-u38I,25,99800,Mortgage,1,Medical,A,12000,8.94,0,0.1202,N,2,kptRAoKO-mhY3,b33oUspi-yQrd
sj3tSIK8-Fdab,25,47000,Rent,3,Medical,B,12000,10.37,0,0.2553,N,2,1uPzU9Nl-IIPh,nkMQJwOL-eIZj
n6KNf8fg-wEn9,25,35000,Rent,6,Personal,B,3500,11.58,0,0.1000,N,3,UG79XJZP-Dksy,WtSDR4fT-Hk9k
DKBhYNlz-YTgm,25,69000,Mortgage,7,Homeimprovement,A,9600,7.49,0,0.1391,N,3,Jku9uJ9W-PwQF,8MpIiusC-mkb5
1ryO7Ez8-Z2yQ,25,63720,Mortgage,8,Homeimprovement,A,12500,7.51,0,0.1962,N,3,sORRBDt4-l6X2,bweQbhMl-KAxE
2rBqAQ4G-OaJU,25,30000,Mortgage,9,Venture,A,5000,6.03,0,0.1667,N,3,9kjR0BDY-G9wD,8xLQdhpH-EAdr
jqwF3M1Y-q6gw,25,40000,Rent,3,Medical,B,2500,9.99,0,0.0625,N,3,0Im73E2g-cFIY,93AyfBed-6QX9
EK08FpW0-XvjG,25,21996,Rent,3,Homeimprovement,C,8000,13.98,1,0.3637,Y,2,edHQaycH-2vqp,Iy0XWtDw-HNqI
P3kfvOhq-Hieg,25,28000,Rent,3,Debtconsolidation,C,8000,14.65,0,0.2857,Y,4,QH19fEn9-5hZl,Kt5hsxMw-0Njw
ssQNPoTm-wohf,25,32400,Rent,6,Medical,B,4000,10.08,0,0.1235,N,2,6P4rGWKQ-xRjq,xUxyzsK8-ZEQD
xXlaYT2K-JhE6,25,90000,Rent,2,Homeimprovement,B,12000,11.48,0,0.1333,N,3,hpPuC4Gk-48Q6,EcTcPlkb-aij3
aOtgPGno-pEAr,25,35000,Rent,4,Venture,D,4000,16.29,0,0.1143,Y,2,ts2AKx4k-wfW5,SUyz15tp-w7AS
ySGnK6Kf-wGSh,25,39000,Rent,3,Homeimprovement,A,2000,7.66,1,0.0513,N,4,iMIm07tx-6s0C,crTzPL6G-ER3c
TprssU1N-KyeF,25,118189,Mortgage,9,Venture,B,25000,11.49,0,0.2115,N,3,BadpC55J-0C2Z,mGULJzWd-K1BO
CuicvmGM-NmOw,25,140000,Rent,9,Education,A,20000,6.54,0,0.1429,N,4,OMa0jtXu-PAcl,T9aDA0k7-kx5E
mBSCKQG7-0367,25,59000,Mortgage,9,Debtconsolidation,A,5000,6.03,1,0.0847,N,2,b5Ec3pNz-fYpl,vsm8jyTg-wQpg
C1z2eWEB-rCR8,25,82560,Rent,6,Debtconsolidation,A,4500,7.42,0,0.0545,N,3,0PZscGxH-IOSj,oPdgizsR-A37I
ppt6Yckz-QLg5,25,48000,Mortgage,5,Homeimprovement,A,7800,8.94,0,0.1625,N,2,uW9axBT3-Kkcb,Fgjqaiup-iI8a
lpqoTU2M-AgDf,25,44000,Mortgage,3,Venture,A,3600,9.32,0,0.0818,N,2,lwKhqYU0-UFIZ,54bSbLEj-oT3P
r7ASDtKJ-6XHL,25,50000,Mortgage,5,Personal,D,7500,13.8,0,0.1500,Y,4,fBDjdd6p-IlEH,DkKIteJx-PCWB
oW3v4S3n-7Wnr,25,32000,Rent,3,Venture,C,10000,12.99,1,0.3125,Y,2,F1ASc76v-GQcO,OMBDLOzS-lfv6
Oh8GDgGR-EOBr,25,102000,Mortgage,4,Medical,B,25000,10.99,1,0.2451,N,2,HjIPcvZ9-l3ER,Tf5PhANT-Np2G
bID0K67N-vQW8,25,28800,Rent,5,Personal,A,5575,6.62,0,0.1936,N,4,e7ynJKU7-HMr1,yr2df52L-C7Eq
Mt6Dzjvq-cJWa,25,120000,Mortgage,9,Personal,A,10000,5.42,0,0.0833,N,4,5ZeEMsKC-YoK4,NOmJYIHF-WdJP
3FUSfBXN-Qjlc,25,42000,Rent,4,Education,A,1925,6.17,0,0.0458,N,4,4AvBJwab-ktL2,d9vzKcT8-fKBX
yTuqNBgK-g18r,25,45000,Mortgage,5,Education,B,3800,10.65,0,0.0844,N,3,oQlzUdHT-UcAW,q7JN1yEz-Rtjl
UQuAXRWj-6Ljd,25,70000,Mortgage,9,Personal,A,12000,5.79,0,0.1714,N,2,X6Mv9Ghh-eFd6,9lgddlUz-nQyT
Af6D9iZa-cOqL,25,70000,Rent,1,Venture,A,5750,8,0,0.0821,N,4,4atKuGoJ-vpH7,uqKLAfKW-nAk0
r7gg0Ukx-SkjG,25,60000,Mortgage,6,Venture,D,8400,16.89,0,0.1400,N,3,3K230qMt-1qjk,kWJLMt5l-AoyM
KpbxXo97-FzxB,25,30000,Rent,3,Venture,D,10500,16.29,1,0.3500,N,2,Yqmk0JSc-w80B,7tKMrIN7-n6Xf
0jlAqbaW-cBzI,25,70000,Mortgage,4,Personal,C,15000,13.16,1,0.2143,Y,3,zGn3YRRj-NFob,Wn7Hwhsg-bvWY
tgOC2p9c-xr68,25,26400,Mortgage,1,Homeimprovement,A,7500,8.9,0,0.2841,N,3,5ROqrzYR-xEqw,e0EmCJyd-e48T
SLs75PnT-5scB,25,54000,Own,5,Homeimprovement,B,8000,11.83,0,0.1481,N,3,IOzGGBad-1qFp,gr1nuMqE-EUFb
5c61u2W2-lFBG,25,30720,Rent,2,Homeimprovement,C,11000,13.72,1,0.3581,N,2,AJ7QpBgB-xi1v,QaihcaKr-HjUR
uTQGQr7F-oti1,25,48000,Mortgage,3,Medical,C,1400,14.79,0,0.0292,Y,4,CbR3KpxP-TONF,mBb3ogD7-Mb8u
IykCIDPD-u0Lf,25,65000,Own,3,Venture,A,8700,7.88,0,0.1338,N,3,0tPAMNvt-CdwX,wuAkpmX2-Abpy
bh4Lhdv5-dprs,25,40000,Mortgage,9,Medical,C,3500,13.49,0,0.0875,Y,3,NMt2E7lc-XlDr,vpkNg8T2-SpwW
Kvp847J1-9cQZ,25,90000,Mortgage,2,Medical,B,9500,11.71,0,0.1056,N,4,rNlKSf3m-x5Er,F2Y45YWM-cNSX
r0RkUqvL-GsAf,25,97000,Mortgage,9,Homeimprovement,D,25000,14.59,0,0.2577,N,2,F4SMQiET-HUF7,a4P7Bvaf-BByn
6GmA91UN-eqQ8,25,60000,Rent,1,Venture,A,8000,5.42,0,0.1333,N,2,nCR9w7jZ-73qZ,IsdSrLLx-Hjdv
tFQIRnJO-c11f,25,35400,Rent,2,Medical,A,2000,8.49,0,0.0565,N,2,gBiXhx56-qOCl,SEY04CqK-kmio
jZLYpN5X-IMnn,25,84000,Rent,2,Venture,A,6000,8.94,0,0.0714,N,2,T7WB8IE1-E8R7,jUJK4KkH-Dmse
vEWriw6w-KZSa,25,55000,Mortgage,2,Debtconsolidation,A,8000,6.03,0,0.1455,N,4,eXn68Cr8-pg9j,71iSTdod-ExbX
D0O3otQj-qzxu,25,73000,Mortgage,9,Debtconsolidation,B,9000,11.86,0,0.1233,N,4,h1Fi38vG-jQNo,JUycOhd3-mxJ0
lrpW7G36-PcOf,25,77000,Mortgage,8,Homeimprovement,A,9000,6.03,0,0.1169,N,3,BCGt8mwj-SuIj,IRXE81ds-QXiL
UtoaC0MF-oNve,25,32000,Mortgage,4,Debtconsolidation,B,8000,10.36,1,0.2500,N,2,S7bTia1N-jrwa,gsQ8pmT3-NdYF
Cf79zq8E-e9yj,25,47000,Rent,8,Debtconsolidation,B,8500,10.37,0,0.1809,N,4,GjoomQeq-pQGW,tYDNRc4W-5LgM
mxZQczPq-ltOQ,25,75600,Mortgage,2,Debtconsolidation,A,14500,9.63,0,0.1918,N,3,COFTXTjW-AK18,ZEvonLDn-fSF5
uatAYfDa-vD2O,25,72700,Rent,4,Homeimprovement,D,7000,14.84,0,0.0963,Y,2,6esI22DW-5FOy,OyXZ6yrj-bahx
KX9nurGm-G1C5,25,59600,Mortgage,5,Education,E,6000,16.45,1,0.1007,N,4,nqJjNbwI-Oarb,9cpMlCU6-H6ie
mmDs37By-XJlv,25,75000,Rent,9,Personal,A,10000,7.49,0,0.1333,N,3,qObuxx1D-XRww,S9ZgSjGf-hdUA
UgR4tvID-FkK7,25,43200,Rent,3,Venture,C,3000,13.8,0,0.0694,N,2,7agW3GNv-CH5u,Kgz96sRx-Rqtc
fXWWlxh6-S4kx,25,85000,Own,1,Homeimprovement,C,5000,13.79,0,0.0588,Y,2,hoCiJgbj-6rPo,3nSnUcjN-6Qt9
20qzekPx-OU9z,25,115000,Mortgage,4,Venture,C,25000,12.53,0,0.2174,Y,4,330Nrf9d-gplj,jSQIsB9J-Dgc0
5cami8gq-avFI,25,49716,Mortgage,6,Medical,A,8000,9.32,0,0.1609,N,2,9Yn62aKR-1IBk,b3BuLK6e-HWbi
C6hoiurD-4ten,25,30000,Rent,2,Medical,B,2000,10.38,0,0.0667,N,2,IdYfRylf-HM4A,plDhKv5e-xW8Y
KB51zFtL-ClWz,25,73000,Rent,9,Personal,B,13600,11.99,0,0.1863,N,2,0fIioFlc-Ez1J,BwclNgeY-J6iA
d20LQTjJ-vm1i,25,50000,Mortgage,2,Venture,A,10000,7.9,0,0.2000,N,2,QFQaS76r-BirN,GOMNSvMP-pAZo
rMTQtmYH-cZwG,25,84000,Rent,1,Venture,E,8000,16.45,1,0.0952,N,2,DfSM2Jjp-DifH,Oe51E0W8-p1jy
SJXXSnuO-QHWT,25,48000,Rent,8,Debtconsolidation,C,3500,13.16,0,0.0729,N,3,bTCgOlQy-Ga1k,i9nWYavE-mR9M
LMlhOrPl-mt8h,25,57000,Rent,5,Medical,D,9600,14.46,1,0.1684,N,3,81Rqz7uD-YMPG,nJ93cg5e-wYAq
dPL1r2d2-LOGu,25,90000,Mortgage,7,Venture,A,11000,9.32,0,0.1222,N,3,IYu6E8Qn-7rQ2,loEGx64X-sRPM
utAh29tr-5SKh,25,110004,Mortgage,9,Homeimprovement,A,15000,7.66,0,0.1364,N,4,rQDifpHK-lhmT,5cuXo8ct-ettp
5Gb6YgDt-hd9E,25,73000,Rent,1,Venture,A,10000,7.88,0,0.1370,N,4,8lgkmWHp-OyI8,5kTdjS60-wfmv
5RIv9iud-FqOy,25,34000,Mortgage,2,Medical,D,6000,15.7,1,0.1765,Y,3,4IhFpLuk-pL4N,R1sxLQn6-qJRz
taEX0UEW-X0Fe,25,55315,Rent,3,Education,B,15000,10.74,0,0.2712,N,2,u5bzg1AW-WyRn,OoRL4zEr-YXaQ
3hvxwLyH-ReD6,25,175000,Mortgage,10,Homeimprovement,A,8000,7.9,0,0.0457,N,2,CPYOGGxW-JjrA,R0JPRTel-ZGh3
dPgMrFqz-Yxaz,25,61200,Mortgage,1,Personal,A,5650,7.66,0,0.0923,N,2,c2nRadJb-0PLK,v4jTBwn2-Mb7n
LlcsZM0v-F9lS,25,47000,Rent,6,Venture,B,6000,11.71,0,0.1277,N,2,BgBUg2C5-amA2,UrpafZd0-7KwL
tpLbgdMJ-XgsB,25,48000,Rent,3,Medical,C,9000,13.79,0,0.1875,Y,2,F3WIj6Xs-qohk,cu53fCNm-ouIj
ZX18YBRQ-wzge,25,65000,Rent,8,Education,C,6000,13.06,0,0.0923,Y,3,nLBltSCs-Wi4Z,5ElkNPGE-2qIJ
qQ1jwR8M-QMkh,25,36996,Rent,4,Medical,B,4200,11.11,0,0.1135,N,3,rb8EwA21-B3yn,y81MtrYz-ykv3
WHnR8TRt-SFSJ,25,83195,Rent,9,Personal,B,13000,11.71,0,0.1563,N,3,YdmWgnI5-ItEE,p45f135w-Tmnk
moJjArXk-c1tS,25,23000,Rent,4,Medical,B,4300,11.86,0,0.1870,N,3,QJX99N4N-DjKt,TGQiMFCW-hQSe
iPjKAwPK-v3cT,25,54000,Rent,6,Personal,B,20000,8.88,1,0.3704,N,3,g3GJ2joN-JDwS,Bf8CIk0k-AF4G
GpuZ0YWO-HmNs,25,30000,Mortgage,6,Personal,A,4000,7.14,0,0.1333,N,2,TbuBQUpn-UEiS,yzXwEFGG-xknU
K5voy6c2-5m7Q,25,30000,Rent,4,Medical,B,5000,11.86,0,0.1667,N,4,uw22tyFJ-i4qS,5X8RyaPE-dzEB
qj4JCWPK-hXOC,25,50000,Rent,6,Personal,B,11875,10.65,0,0.2375,N,2,gdoe28c7-uL6I,5BdC6kGb-6zWz
hw65PjQh-AKGk,25,123000,Rent,1,Medical,B,8000,12.53,0,0.0650,N,3,LkTgCxjH-b08u,X3Q3K2U3-7NoM
MfPI6Hzv-ss7E,25,72000,Mortgage,7,Medical,B,25000,11.89,0,0.3472,N,2,03oRGHE4-lOW8,TimfjDOi-Itcu
lHKkk4iT-uMYc,25,177160,Mortgage,2,Venture,B,24000,11.11,0,0.1355,N,4,mazsxkb2-EPjn,SfLZi10E-Dxbp
KuPFn9C3-QbLx,25,185000,Rent,6,Venture,C,15000,15.27,0,0.0811,N,2,h0d48RAm-QP9Z,WQi5JWmK-u9Ee
6HZlUXAu-D59k,25,110500,Rent,9,Venture,D,6400,13.67,0,0.0579,N,3,TquMeloP-q4cK,XxLyAmDq-IWPS
tKgU9Fa4-okHC,25,73000,Mortgage,8,Personal,D,20000,13.12,1,0.2740,Y,4,wsMuEqII-w7eE,CvomFJSn-i3F1
wg22dNYT-n3Qq,25,55000,Mortgage,9,Medical,A,15000,7.88,0,0.2727,N,2,ULQ16cqE-bemG,NFRnXtuz-Z0lZ
5TNrr0MM-T2pY,25,34000,Rent,10,Debtconsolidation,B,20000,8.88,1,0.5882,N,2,CBGDZfxs-IDiK,eUSJUcPc-e8Fx
5673FmsX-qtc1,25,78996,Rent,9,Education,A,4500,8.63,0,0.0570,N,2,5RUKlsM3-gF5e,aeeONafg-4rOA
B1fpUEGd-czLS,25,48000,Rent,1,Education,A,3000,9.32,1,0.0625,N,4,KgmZ6J8c-4Np8,dtURk2Nt-Uqac
n40BYT45-SeFC,25,42504,Mortgage,9,Medical,A,10000,7.29,0,0.2353,N,2,h80MN0gq-06mO,Uk9E7kzq-z94v
FhrB11ox-1Z8s,25,70000,Mortgage,9,Debtconsolidation,B,14000,10.25,0,0.2000,N,4,yExqp9bx-YPaI,DxwnHGnB-jFY4
